,Address,Location,Rent,Bed,Bath,Size,Description,Commute,Crime,Income,URL,Commute_rate,city
56,"Golden Gate, Oakland, CA",5879 Marshall St,3200,3,1,4200,"5879 Marshall St, Oakland, CA is a 3 bedroom, 1 bathroom, 1,045 sqft single-family home built in 1918. 5879 Marshall St is located in Golden Gate, Oakland. 5879 Marshall St was listed for rent for $3,200/month on Feb 29, 2020.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,115200,https://www.trulia.com/p/ca/oakland/5879-marshall-st-oakland-ca-94608--1008999768,67,Oakland
57,"Eastmont, Oakland, CA",2731 79th Ave,2700,3,1,800,"2731 79th Ave, Oakland, CA is a 3 bedroom, 1 bathroom, 1,141 sqft single-family home built in 1925. 2731 79th Ave is located in Eastmont, Oakland. 2731 79th Ave was listed for rent for $2,700/month on Feb 9, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,97200,https://www.trulia.com/p/ca/oakland/2731-79th-ave-oakland-ca-94605--2083867131,85,Oakland
58,"Hoover/Foster, Oakland, CA",702 30th St,3450,4,1.5,1000,"702 30th St, Oakland, CA is a 4 bedroom, 1.5 bathroom, 1,501 sqft single-family home built in 1908. 702 30th St is located in Hoover/Foster, Oakland. 702 30th St was listed for rent for $3,450/month on Feb 18, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,124200,https://www.trulia.com/p/ca/oakland/702-30th-st-oakland-ca-94609--1013466375,58,Oakland
59,"Allendale, Oakland, CA",Address Not Disclosed,2200,2,1,1250,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 800 sqft single-family home. This home is located in Allendale, Oakland. This property was listed for rent for $2,200/month on Feb 8, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,79200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94619--2445676314,85,Oakland
60,"Forestland, Oakland, CA",11 Chico Ct,4350,3,3,3372,"11 Chico Ct, Oakland, CA is a 3 bedroom, 3 bathroom, 2,300 sqft single-family home built in 1964. 11 Chico Ct is located in Forestland, Oakland. 11 Chico Ct was listed for rent for $4,350/month on Jan 9, 2020.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,156600,https://www.trulia.com/p/ca/oakland/11-chico-ct-oakland-ca-94611--1054437134,79,Oakland
61,"Hoover/Foster, Oakland, CA",680 23rd St,3150,4,1,836,"680 23rd St, Oakland, CA is a 4 bedroom, 1 bathroom, 1,624 sqft single-family home built in 1907. 680 23rd St is located in Hoover/Foster, Oakland. 680 23rd St was listed for rent for $3,150/month on Mar 2, 2020.",Commute42% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,113400,https://www.trulia.com/p/ca/oakland/680-23rd-st-oakland-ca-94612--2083924693,42,Oakland
62,"Paradise Park, Oakland, CA",Address Not Disclosed,3550,3,1,1094,"This home in Oakland, CA is a 3 bedroom, 1 bathroom, 1,200 sqft single-family home built in 1911. This home is located in Paradise Park, Oakland. This property was listed for rent for $3,550/month on Feb 28, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,127800,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94608--2083888401,67,Oakland
63,"Woodminster, Oakland, CA",3162 Burdeck Dr,3095,3,1,750,"3162 Burdeck Dr, Oakland, CA is a 3 bedroom, 1 bathroom, 1,200 sqft single-family home built in 1958. 3162 Burdeck Dr is located in Woodminster, Oakland. 3162 Burdeck Dr was listed for rent for $3,095/month on Feb 19, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,111420,https://www.trulia.com/p/ca/oakland/3162-burdeck-dr-oakland-ca-94602--1009316248,81,Oakland
64,"Jefferson, Oakland, CA",Address Not Disclosed,2800,2,1,500,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 936 sqft single-family home built in 1921. This home is located in Jefferson, Oakland. This property was listed for rent for $2,800/month on Feb 20, 2020. This property is pet friendly.",Commute74% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,100800,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94601--2083846367,74,Oakland
65,"Dimond, Oakland, CA",2946 Georgia St,3350,4,1,936,"2946 Georgia St, Oakland, CA is a 4 bedroom, 1 bathroom, 1,433 sqft single-family home built in 1926. 2946 Georgia St is located in Dimond, Oakland. 2946 Georgia St was listed for rent for $3,350/month on Dec 14, 2019. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,120600,https://www.trulia.com/p/ca/oakland/2946-georgia-st-oakland-ca-94602--1057138144,81,Oakland
66,"Eastmont Hills, Oakland, CA",Address Not Disclosed,2000,1,1,1000,"This home in Oakland, CA is a 1 bedroom, 1 bathroom, 800 sqft single-family home built in 1959. This home is located in Eastmont Hills, Oakland. This property was listed for rent for $2,000/month on Sep 25, 2019.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,72000,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94605--2083873902,85,Oakland
67,"Las Palmas, Oakland, CA",2375 Durant Ave,2800,2,1,1720,"2375 Durant Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1927. 2375 Durant Ave is located in Las Palmas, Oakland. 2375 Durant Ave was listed for rent for $2,800/month on Feb 25, 2020.",Commute81% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,100800,https://www.trulia.com/p/ca/oakland/2375-durant-ave-oakland-ca-94603--2083860408,81,Oakland
68,"Ralph Bunche, Oakland, CA",1827 Chestnut St,3600,3,1.5,1800,"1827 Chestnut St, Oakland, CA is a 3 bedroom, 1.5 bathroom, 1,250 sqft single-family home built in 1919. 1827 Chestnut St is located in Ralph Bunche, Oakland. 1827 Chestnut St was listed for rent for $3,600/month on Feb 26, 2020.",Commute60% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,129600,https://www.trulia.com/p/ca/oakland/1827-chestnut-st-oakland-ca-94607--2083882344,60,Oakland
69,"Highland Park, Oakland, CA",1346 E 26th St,3200,2,2,860,"1346 E 26th St, Oakland, CA is a 2 bedroom, 2 bathroom, 836 sqft single-family home built in 1920. 1346 E 26th St is located in Highland Park, Oakland. 1346 E 26th St was listed for rent for $3,200/month on Mar 2, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,115200,https://www.trulia.com/p/ca/oakland/1346-e-26th-st-oakland-ca-94606--1013042129,70,Oakland
70,"Eastmont, Oakland, CA",2724 Ritchie St,2200,2,1,1318,"2724 Ritchie St, Oakland, CA is a 2 bedroom, 1 bathroom, 1,094 sqft single-family home built in 1925. 2724 Ritchie St is located in Eastmont, Oakland. 2724 Ritchie St was listed for rent for $2,200/month on Jan 21, 2020.",Commute85% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,79200,https://www.trulia.com/p/ca/oakland/2724-ritchie-st-oakland-ca-94605--2083867091,85,Oakland
71,"Cox, Oakland, CA",Address Not Disclosed,2490,3,2,950,"This home in Oakland, CA is a 3 bedroom, 2 bathroom, 750 sqft single-family home built in 1961. This home is located in Cox, Oakland. This property was listed for rent for $2,490/month on Mar 2, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,89640,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94603--2083862961,81,Oakland
72,"Fairview Park, Oakland, CA",Address Not Disclosed,2950,1,1,1557,"This home in Oakland, CA is a 1 bedroom, 1 bathroom, 500 sqft single-family home. This home is located in Fairview Park, Oakland. This property was listed for rent for $2,950/month on Jan 8, 2020.",Commute58% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94609--2352909164,58,Oakland
73,"Oak Knoll/Golf Links, Oakland, CA",Address Not Disclosed,2500,2,1,1650,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 936 sqft single-family home. This home is located in Oak Knoll/Golf Links, Oakland. This property was listed for rent for $2,500/month on Jan 31, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,90000,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94605--2444326090,85,Oakland
74,"Fairview Park, Oakland, CA",5666 Telegraph Ave,3200,2,1,1000,"5666 Telegraph Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 800 sqft single-family home built in 1928. 5666 Telegraph Ave is located in Fairview Park, Oakland. 5666 Telegraph Ave was listed for rent for $3,200/month on Jan 3, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,115200,https://www.trulia.com/p/ca/oakland/5666-telegraph-ave-oakland-ca-94609--2083900170,58,Oakland
75,"Glenview, Oakland, CA",Address Not Disclosed,1675,1,1,1256,"This home in Oakland, CA is a 1 bedroom, 1 bathroom, 1,269 sqft single-family home built in 1930. This home is located in Glenview, Oakland. This property was listed for rent for $1,675/month on Feb 5, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,60300,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94602--2083853627,81,Oakland
76,"Hacienda, Oakland, CA",3447 Davis St,3500,4,2,993,"3447 Davis St, Oakland, CA is a 4 bedroom, 2 bathroom, 1,000 sqft single-family home built in 1908. 3447 Davis St is located in Hacienda, Oakland. 3447 Davis St was listed for rent for $3,500/month on Jan 9, 2020.",Commute74% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,126000,https://www.trulia.com/p/ca/oakland/3447-davis-st-oakland-ca-94601--1010657984,74,Oakland
77,"Prescott, Oakland, CA",1339 Pullman Way,4500,3,3.5,1900,"1339 Pullman Way, Oakland, CA is a 3 bedroom, 3.5 bathroom, 1,720 sqft single-family home. 1339 Pullman Way is located in Prescott, Oakland. 1339 Pullman Way was listed for rent for $4,500/month on Feb 18, 2020.",Commute60% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,162000,https://www.trulia.com/p/ca/oakland/1339-pullman-way-oakland-ca-94607--2371244968,60,Oakland
78,"Bushrod, Oakland, CA",554 62nd St,4975,4,3.5,425,"554 62nd St, Oakland, CA is a 4 bedroom, 3.5 bathroom, 1,800 sqft single-family home built in 1914. 554 62nd St is located in Bushrod, Oakland. 554 62nd St was listed for rent for $4,975/month on Jan 16, 2020.",Commute58% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,179100,https://www.trulia.com/p/ca/oakland/554-62nd-st-oakland-ca-94609--2083900033,58,Oakland
79,"Shafter, Oakland, CA",5447 Lawton Ave,3000,2,1,650,"5447 Lawton Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,127 sqft single-family home built in 1912. 5447 Lawton Ave is located in Shafter, Oakland. 5447 Lawton Ave was listed for rent for $3,000/month on Feb 22, 2020.",Commute64% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/5447-lawton-ave-oakland-ca-94618--2083928122,64,Oakland
80,"Fairfax, Oakland, CA",2434 Fern St,2000,2,1,1000,"2434 Fern St, Oakland, CA is a 2 bedroom, 1 bathroom, 4,477 sqft single-family home built in 1962. 2434 Fern St is located in Fairfax, Oakland. 2434 Fern St was listed for rent for $2,000/month on Feb 7, 2020.",Commute74% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,72000,https://www.trulia.com/p/ca/oakland/2434-fern-st-oakland-ca-94601--1012478319,74,Oakland
81,"Allendale, Oakland, CA",3946 Angelo Ave,2295,2,1,500,"3946 Angelo Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 860 sqft single-family home built in 1928. 3946 Angelo Ave is located in Allendale, Oakland. 3946 Angelo Ave was listed for rent for $2,295/month on Feb 25, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,82620,https://www.trulia.com/p/ca/oakland/3946-angelo-ave-oakland-ca-94619--2083934755,85,Oakland
82,"Webster, Oakland, CA",1425 86th Ave,2700,3,1,1193,"1425 86th Ave, Oakland, CA is a 3 bedroom, 1 bathroom, 1,318 sqft single-family home built in 1920. 1425 86th Ave is located in Webster, Oakland. 1425 86th Ave was listed for rent for $2,700/month on Feb 2, 2020. This property is pet friendly.",Commute80% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,97200,https://www.trulia.com/p/ca/oakland/1425-86th-ave-oakland-ca-94621--2083939730,80,Oakland
83,"Havenscourt, Oakland, CA",6434 Bancroft Ave,2350,2,1,3130,"6434 Bancroft Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 950 sqft single-family home. 6434 Bancroft Ave is located in Havenscourt, Oakland. 6434 Bancroft Ave was listed for rent for $2,350/month on Feb 9, 2020.",Commute85% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,84600,https://www.trulia.com/p/ca/oakland/6434-bancroft-ave-oakland-ca-94605--2220481123,85,Oakland
84,"Longfellow, Oakland, CA",4115 Lusk St,3200,2,1,1054,"4115 Lusk St, Oakland, CA is a 2 bedroom, 1 bathroom single-family home. 4115 Lusk St is located in Longfellow, Oakland. 4115 Lusk St was listed for rent for $3,200/month on Jan 3, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,115200,https://www.trulia.com/p/ca/oakland/4115-lusk-st-oakland-ca-94608--1038216773,67,Oakland
85,"Reservoir Hill, Oakland, CA",2818 23rd Ave,4000,4,2,966,"2818 23rd Ave, Oakland, CA is a 4 bedroom, 2 bathroom, 1,557 sqft single-family home built in 1938. 2818 23rd Ave is located in Reservoir Hill, Oakland. 2818 23rd Ave was listed for rent for $4,000/month on Feb 20, 2020.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,144000,https://www.trulia.com/p/ca/oakland/2818-23rd-ave-oakland-ca-94606--2083878861,70,Oakland
86,"Montclair, Oakland, CA",Address Not Disclosed,5600,3,2,1363,"This home in Oakland, CA is a 3 bedroom, 2 bathroom, 1,650 sqft single-family home. This home is located in Montclair, Oakland. This property was listed for rent for $5,600/month on Nov 18, 2019.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,201600,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94611--2083919880,79,Oakland
87,"Sequoyah, Oakland, CA",Address Not Disclosed,2550,1,1,1106,"This home in Oakland, CA is a 1 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1965. This home is located in Sequoyah, Oakland. This property was listed for rent for $2,550/month on May 6, 2019.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,91800,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94605--2083869711,85,Oakland
88,"Bartlett, Oakland, CA",Address Not Disclosed,1950,1,1,996,"This home in Oakland, CA is a 1 bedroom, 1 bathroom single-family home. This home is located in Bartlett, Oakland. This property was listed for rent for $1,950/month on Feb 4, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,70200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94602--2444973092,81,Oakland
89,"East Peralta, Oakland, CA",930 E 10th St,3250,3,2,1428,"930 E 10th St, Oakland, CA is a 3 bedroom, 2 bathroom, 1,256 sqft single-family home built in 2007. 930 E 10th St is located in East Peralta, Oakland. 930 E 10th St was listed for rent for $3,250/month on Jan 8, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,117000,https://www.trulia.com/p/ca/oakland/930-e-10th-st-oakland-ca-94606--2173576003,70,Oakland
90,"Havenscourt, Oakland, CA",Address Not Disclosed,2600,2,1,1774,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 993 sqft single-family home built in 1926. This home is located in Havenscourt, Oakland. This property was listed for rent for $2,600/month on Feb 18, 2020.",Commute80% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,93600,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94621--2083942049,80,Oakland
91,"Redwood Heights, Oakland, CA",3401 Guido St,4450,4,2,1800,"3401 Guido St, Oakland, CA is a 4 bedroom, 2 bathroom, 1,900 sqft single-family home built in 1935. 3401 Guido St is located in Redwood Heights, Oakland. 3401 Guido St was listed for rent for $4,450/month on Jan 9, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,160200,https://www.trulia.com/p/ca/oakland/3401-guido-st-oakland-ca-94602--2083852646,81,Oakland
92,"Fitchburg, Oakland, CA",1018 76th Ave,2250,1,1,847,"1018 76th Ave, Oakland, CA is a 1 bedroom, 1 bathroom, 425 sqft single-family home built in 1926. 1018 76th Ave is located in Fitchburg, Oakland. 1018 76th Ave was listed for rent for $2,250/month on Nov 14, 2019. This property is pet friendly.",Commute80% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,81000,https://www.trulia.com/p/ca/oakland/1018-76th-ave-oakland-ca-94621--1003034693,80,Oakland
93,"Clinton, Oakland, CA",1648 10th Ave,2300,1,1,930,"1648 10th Ave, Oakland, CA is a 1 bedroom, 1 bathroom, 650 sqft single-family home. 1648 10th Ave is located in Clinton, Oakland. 1648 10th Ave was listed for rent for $2,300/month on Jan 3, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,82800,https://www.trulia.com/p/ca/oakland/1648-10th-ave-oakland-ca-94606--2083876655,70,Oakland
94,"Eastmont, Oakland, CA",2347 82nd Ave,1600,1,1,972,"2347 82nd Ave, Oakland, CA is a 1 bedroom, 1 bathroom, 1,000 sqft single-family home. 2347 82nd Ave is located in Eastmont, Oakland. 2347 82nd Ave was listed for rent for $1,600/month on Jan 30, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,57600,https://www.trulia.com/p/ca/oakland/2347-82nd-ave-oakland-ca-94605--2348044144,85,Oakland
95,"Clinton, Oakland, CA",Address Not Disclosed,2050,1,1,951,"This home in Oakland, CA is a 1 bedroom, 1 bathroom, 500 sqft single-family home built in 1885. This home is located in Clinton, Oakland. This property was listed for rent for $2,050/month on Apr 22, 2019.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,73800,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94606--1029701606,70,Oakland
96,"Cleveland Heights, Oakland, CA",351 Hanover Ave,2300,1,1,1300,"351 Hanover Ave, Oakland, CA is a 1 bedroom, 1 bathroom, 12,624 sqft single-family home built in 1960. 351 Hanover Ave is located in Cleveland Heights, Oakland. 351 Hanover Ave was listed for rent for $2,300/month on Feb 27, 2020.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,82800,https://www.trulia.com/p/ca/oakland/351-hanover-ave-oakland-ca-94606--2083879146,70,Oakland
97,"Santa Fe, Oakland, CA",840 Aileen St,3495,2,1,1800,"840 Aileen St, Oakland, CA is a 2 bedroom, 1 bathroom, 1,193 sqft single-family home built in 1908. 840 Aileen St is located in Santa Fe, Oakland. 840 Aileen St was listed for rent for $3,495/month on Mar 2, 2020.",Commute67% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,125820,https://www.trulia.com/p/ca/oakland/840-aileen-st-oakland-ca-94608--2083895861,67,Oakland
98,"Merriwood, Oakland, CA",11031 Broadway Ter,5400,3,3,950,"11031 Broadway Ter, Oakland, CA is a 3 bedroom, 3 bathroom, 3,130 sqft single-family home built in 1968. 11031 Broadway Ter is located in Merriwood, Oakland. 11031 Broadway Ter was listed for rent for $5,400/month on Nov 6, 2019.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,194400,https://www.trulia.com/p/ca/oakland/11031-broadway-ter-oakland-ca-94611--1045716909,79,Oakland
99,"Golden Gate, Oakland, CA",1161 Stanford Ave,4500,3,2,1250,"1161 Stanford Ave, Oakland, CA is a 3 bedroom, 2 bathroom, 1,054 sqft single-family home built in 1905. 1161 Stanford Ave is located in Golden Gate, Oakland. 1161 Stanford Ave was listed for rent for $4,500/month on Feb 27, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,162000,https://www.trulia.com/p/ca/oakland/1161-stanford-ave-oakland-ca-94608--2083888942,67,Oakland
100,"Seminary, Oakland, CA",5915 Hilton St,3200,3,2,1340,"5915 Hilton St, Oakland, CA is a 3 bedroom, 2 bathroom, 966 sqft single-family home built in 1924. 5915 Hilton St is located in Seminary, Oakland. 5915 Hilton St was listed for rent for $3,200/month on Feb 22, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,115200,https://www.trulia.com/p/ca/oakland/5915-hilton-st-oakland-ca-94605--2083870768,85,Oakland
101,"Arroyo Viejo, Oakland, CA",2031 81st Ave,3000,4,2,1710,"2031 81st Ave, Oakland, CA is a 4 bedroom, 2 bathroom, 1,363 sqft single-family home built in 1926. 2031 81st Ave is located in Arroyo Viejo, Oakland. 2031 81st Ave was listed for rent for $3,000/month on Feb 18, 2020.",Commute80% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/2031-81st-ave-oakland-ca-94621--2083941786,80,Oakland
102,"Upper Rockridge, Oakland, CA",Address Not Disclosed,3900,3,1,819,"This home in Oakland, CA is a 3 bedroom, 1 bathroom, 1,106 sqft single-family home built in 1941. This home is located in Upper Rockridge, Oakland. This property was listed for rent for $3,900/month on Feb 27, 2020.",Commute64% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,140400,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94618--2083930147,64,Oakland
103,"Meadow Brook, Oakland, CA",2469 26th Ave,3000,3,2,1060,"2469 26th Ave, Oakland, CA is a 3 bedroom, 2 bathroom, 996 sqft single-family home built in 1912. 2469 26th Ave is located in Meadow Brook, Oakland. 2469 26th Ave was listed for rent for $3,000/month on Feb 12, 2020.",Commute74% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/2469-26th-ave-oakland-ca-94601--2083843904,74,Oakland
104,"Merriwood, Oakland, CA",1766 Woodhaven Way,4900,3,2,978,"1766 Woodhaven Way, Oakland, CA is a 3 bedroom, 2 bathroom, 1,428 sqft single-family home built in 1939. 1766 Woodhaven Way is located in Merriwood, Oakland. 1766 Woodhaven Way was listed for rent for $4,900/month on Mar 2, 2020. This property is pet friendly.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,176400,https://www.trulia.com/p/ca/oakland/1766-woodhaven-way-oakland-ca-94611--1009316335,79,Oakland
105,"Hoover/Foster, Oakland, CA",2523 Martin Luther King Jr Way,3900,4,2.5,1300,"2523 Martin Luther King Jr Way, Oakland, CA is a 4 bedroom, 2.5 bathroom, 1,774 sqft single-family home built in 1897. 2523 Martin Luther King Jr Way is located in Hoover/Foster, Oakland. 2523 Martin Luther King Jr Way was listed for rent for $3,900/month on Nov 4, 2019. This property is pet friendly.",Commute42% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,140400,https://www.trulia.com/p/ca/oakland/2523-martin-luther-king-jr-way-oakland-ca-94612--1011116728,42,Oakland
106,"Fairview Park, Oakland, CA",443 McAuley St,4250,3,1,1371,"443 McAuley St, Oakland, CA is a 3 bedroom, 1 bathroom, 2,357 sqft single-family home built in 1935. 443 McAuley St is located in Fairview Park, Oakland. 443 McAuley St was listed for rent for $4,250/month on Jan 30, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,153000,https://www.trulia.com/p/ca/oakland/443-mcauley-st-oakland-ca-94609--1058176063,58,Oakland
107,"Eastmont Hills, Oakland, CA",8124 Greenly Dr,3000,3,2,1207,"8124 Greenly Dr, Oakland, CA is a 3 bedroom, 2 bathroom, 1,800 sqft single-family home built in 1948. 8124 Greenly Dr is located in Eastmont Hills, Oakland. 8124 Greenly Dr was listed for rent for $3,000/month on Feb 25, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,108000,https://www.trulia.com/p/ca/oakland/8124-greenly-dr-oakland-ca-94605--1039465472,85,Oakland
108,"Upper Laurel, Oakland, CA",3681 35th Ave,2200,2,1.5,1104,"3681 35th Ave, Oakland, CA is a 2 bedroom, 1.5 bathroom, 847 sqft single-family home built in 1989. 3681 35th Ave is located in Upper Laurel, Oakland. 3681 35th Ave was listed for rent for $2,200/month on Feb 17, 2020.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,79200,https://www.trulia.com/p/ca/oakland/3681-35th-ave-oakland-ca-94619--2083933688,85,Oakland
109,"Frick, Oakland, CA",2632 60th Ave,2450,2,1,1900,"2632 60th Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 930 sqft single-family home built in 1967. 2632 60th Ave is located in Frick, Oakland. 2632 60th Ave was listed for rent for $2,450/month on Feb 23, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,88200,https://www.trulia.com/p/ca/oakland/2632-60th-ave-oakland-ca-94605--2083866597,85,Oakland
110,"Maxwell Park, Oakland, CA",Address Not Disclosed,2950,2,1,1642,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 972 sqft single-family home built in 1918. This home is located in Maxwell Park, Oakland. This property was listed for rent for $2,950/month on Mar 1, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94619--2083936728,85,Oakland
111,"Upper Laurel, Oakland, CA",4438 Steele St,2950,2,1,922,"4438 Steele St, Oakland, CA is a 2 bedroom, 1 bathroom, 951 sqft single-family home built in 1937. 4438 Steele St is located in Upper Laurel, Oakland. 4438 Steele St was listed for rent for $2,950/month on Mar 2, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,106200,https://www.trulia.com/p/ca/oakland/4438-steele-st-oakland-ca-94619--2083936176,85,Oakland
112,"East Peralta, Oakland, CA",1432 5th Ave,3495,3,1.5,1718,"1432 5th Ave, Oakland, CA is a 3 bedroom, 1.5 bathroom, 1,300 sqft single-family home. 1432 5th Ave is located in East Peralta, Oakland. 1432 5th Ave was listed for rent for $3,495/month on Jan 3, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,125820,https://www.trulia.com/p/ca/oakland/1432-5th-ave-oakland-ca-94606--2219142998,70,Oakland
113,"East Peralta, Oakland, CA",1429 7th Ave,4575,5,2,1050,"1429 7th Ave, Oakland, CA is a 5 bedroom, 2 bathroom, 1,800 sqft single-family home built in 1910. 1429 7th Ave is located in East Peralta, Oakland. 1429 7th Ave was listed for rent for $4,575/month on Dec 28, 2019.",Commute70% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,164700,https://www.trulia.com/p/ca/oakland/1429-7th-ave-oakland-ca-94606--2083876159,70,Oakland
114,"Sobrante Park, Oakland, CA",10653 Topanga Dr,2825,2,1,1207,"10653 Topanga Dr, Oakland, CA is a 2 bedroom, 1 bathroom, 950 sqft single-family home built in 1945. 10653 Topanga Dr is located in Sobrante Park, Oakland. 10653 Topanga Dr was listed for rent for $2,825/month on Feb 28, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,101700,https://www.trulia.com/p/ca/oakland/10653-topanga-dr-oakland-ca-94603--1011494337,81,Oakland
